student_id,department,year,subject,marks,attendance,assignment_completion,study_hours,sleep_hours,stress_level,gpa,mood,is_weak_subject,burnout_risk
1088,Civil Engineering,3,Computer Networks,66.97,72.79,57.38,5.53,7.54,69.08,2.68,stressed,1,0
1088,Computer Science,3,Database Systems,77.43,100.0,87.65,4.63,7.51,66.07,3.1,burnout,0,0
1089,Electronics,3,Operating Systems,89.48,88.45,78.68,3.91,8.92,17.87,3.58,burnout,0,0
1089,Mechanical Engineering,2,Computer Networks,61.45,79.25,65.91,1.32,9.19,41.73,2.46,burnout,0,0
1089,Civil Engineering,1,Software Engineering,81.68,75.17,53.77,6.13,8.86,38.66,3.27,okay,0,0
1089,Electronics,2,Database Systems,75.02,65.17,59.51,2.62,8.76,21.27,3.0,burnout,1,0
1090,Computer Science,2,Operating Systems,75.68,80.73,77.14,4.88,6.75,48.84,3.03,stressed,0,0
1090,Computer Science,3,Software Engineering,70.12,100.0,80.11,4.08,6.8,40.35,2.8,anxious,0,0
1090,Information Technology,1,Database Systems,66.25,78.2,71.93,3.02,7.52,35.63,2.65,okay,0,0
1090,Mechanical Engineering,1,Mathematics,77.29,78.04,61.29,4.17,7.19,53.77,3.09,happy,0,0
1090,Mechanical Engineering,2,Artificial Intelligence,77.25,95.76,68.78,3.39,6.35,60.1,3.09,burnout,0,0
1090,Electronics,3,Data Structures,78.33,100.0,100.0,5.32,6.95,45.37,3.13,happy,0,0
1091,Electronics,4,Data Structures,41.42,72.04,70.67,4.44,6.24,84.73,1.66,okay,1,0
1091,Civil Engineering,2,Mathematics,48.92,90.09,63.81,5.46,5.52,60.16,1.96,happy,1,0
1091,Mechanical Engineering,4,Database Systems,71.1,85.84,75.33,6.03,5.33,75.7,2.84,burnout,0,0
1091,Electronics,1,Software Engineering,45.89,92.17,86.02,0.28,5.59,86.35,1.84,burnout,1,1
1092,Information Technology,3,Data Structures,53.85,84.24,84.73,7.28,7.02,48.81,2.15,happy,1,0
1092,Civil Engineering,2,Software Engineering,56.58,64.31,54.06,4.1,6.8,56.8,2.26,happy,1,0
1092,Information Technology,3,Database Systems,64.69,78.77,83.33,5.35,7.51,46.64,2.59,happy,0,0
1092,Civil Engineering,1,Mathematics,61.47,95.96,100.0,7.23,6.8,46.18,2.46,happy,0,0
1092,Information Technology,4,Computer Networks,66.88,51.11,54.29,1.88,8.01,51.12,2.68,okay,1,0
1093,Information Technology,3,Computer Networks,53.89,78.09,88.69,0.82,7.33,55.07,2.16,happy,1,0
1093,Information Technology,3,Artificial Intelligence,45.55,59.11,67.68,2.32,6.46,67.65,1.82,okay,1,0
1093,Information Technology,3,Software Engineering,47.95,91.36,85.76,2.14,5.84,61.8,1.92,happy,1,0
1093,Civil Engineering,2,Operating Systems,39.87,100.0,88.3,5.44,6.75,65.81,1.59,happy,1,0
1093,Information Technology,2,Data Structures,47.71,62.41,57.47,3.02,6.57,77.49,1.91,okay,1,0
1094,Electronics,3,Database Systems,70.35,82.36,62.79,3.34,6.64,46.82,2.81,stressed,0,0
1094,Civil Engineering,3,Software Engineering,57.16,99.37,64.5,3.5,6.68,39.87,2.29,okay,1,0
1094,Computer Science,2,Artificial Intelligence,93.13,58.9,76.54,4.4,5.87,42.11,3.73,stressed,1,0
1094,Electronics,1,Mathematics,69.3,94.58,87.22,4.28,5.9,44.93,2.77,burnout,0,0
1094,Mechanical Engineering,3,Data Structures,57.88,97.54,96.61,6.06,6.51,40.64,2.32,happy,1,0
1095,Electronics,4,Data Structures,96.49,82.8,73.94,6.5,4.8,39.64,3.86,stressed,0,0
1095,Civil Engineering,3,Software Engineering,76.27,78.72,90.45,5.82,5.87,51.37,3.05,happy,0,0
1095,Electronics,2,Mathematics,67.21,88.42,80.6,3.59,5.71,47.81,2.69,burnout,0,0
1095,Computer Science,2,Computer Networks,71.25,87.09,64.07,3.51,5.97,48.91,2.85,anxious,0,0
1096,Computer Science,1,Database Systems,65.51,61.3,42.37,0.0,6.87,73.15,2.62,burnout,1,0
1096,Information Technology,4,Software Engineering,91.48,61.34,69.97,7.14,7.2,72.67,3.66,happy,1,0
1096,Computer Science,1,Operating Systems,62.77,99.14,81.31,4.54,6.64,68.08,2.51,okay,0,0
1096,Electronics,3,Data Structures,60.27,91.13,72.71,4.92,6.56,46.97,2.41,okay,0,0
1097,Mechanical Engineering,4,Mathematics,53.01,95.24,89.57,2.5,7.88,47.66,2.12,anxious,1,0
1097,Mechanical Engineering,2,Software Engineering,61.09,82.62,72.99,3.15,7.1,70.22,2.44,okay,0,0
1097,Information Technology,2,Operating Systems,66.4,86.22,91.07,4.1,7.87,50.51,2.66,burnout,0,0
1097,Civil Engineering,3,Artificial Intelligence,51.32,69.95,57.95,3.63,7.86,79.88,2.05,happy,1,0
1097,Civil Engineering,2,Database Systems,60.59,100.0,100.0,4.83,7.11,41.0,2.42,burnout,0,0
1097,Civil Engineering,2,Computer Networks,67.7,100.0,100.0,2.07,7.44,45.24,2.71,stressed,0,0
1098,Mechanical Engineering,2,Database Systems,43.68,76.33,68.46,1.78,5.44,56.56,1.75,burnout,1,0
1098,Electronics,4,Data Structures,71.12,98.73,88.94,3.05,5.75,41.99,2.84,okay,0,0
1098,Electronics,2,Operating Systems,66.43,73.28,57.05,7.2,4.95,56.92,2.66,okay,1,0
1098,Mechanical Engineering,3,Software Engineering,70.8,100.0,87.84,2.53,5.59,65.18,2.83,happy,0,0
1099,Electronics,3,Mathematics,100.0,84.32,80.3,5.63,4.65,45.66,4.0,okay,0,0
1099,Civil Engineering,2,Computer Networks,78.91,94.23,75.39,0.98,5.57,33.85,3.16,anxious,0,0
1099,Information Technology,3,Data Structures,100.0,73.01,75.86,5.11,4.84,24.41,4.0,stressed,1,0
1099,Electronics,2,Database Systems,60.04,82.15,80.3,0.0,5.78,33.97,2.4,stressed,0,0
1099,Computer Science,3,Software Engineering,94.76,100.0,77.25,2.94,4.78,35.93,3.79,okay,0,0
1099,Civil Engineering,3,Artificial Intelligence,100.0,78.22,77.52,1.82,4.78,34.82,4.0,burnout,0,0
1100,Civil Engineering,4,Computer Networks,45.53,94.47,100.0,5.67,8.1,46.81,1.82,stressed,1,0
1100,Electronics,1,Data Structures,41.73,74.76,69.16,4.71,7.4,61.22,1.67,anxious,1,0
1100,Computer Science,3,Artificial Intelligence,63.49,72.09,77.42,1.28,7.09,56.2,2.54,anxious,1,0
1100,Civil Engineering,2,Operating Systems,38.38,72.3,80.28,6.62,7.72,70.31,1.54,happy,1,0
1100,Civil Engineering,3,Database Systems,46.69,99.0,96.11,4.04,8.11,73.95,1.87,stressed,1,0
1101,Electronics,4,Mathematics,78.38,100.0,76.54,3.39,5.75,39.88,3.14,anxious,0,0
1101,Mechanical Engineering,4,Software Engineering,76.46,72.0,78.84,2.38,6.27,47.15,3.06,anxious,1,0
1101,Civil Engineering,3,Computer Networks,74.13,81.37,80.32,0.23,5.9,44.12,2.97,anxious,0,0
1101,Computer Science,4,Operating Systems,51.89,83.65,86.29,7.1,4.89,44.49,2.08,happy,1,0
1102,Computer Science,1,Mathematics,62.11,70.16,49.81,6.23,3.96,33.63,2.48,happy,1,0
1102,Information Technology,3,Artificial Intelligence,99.53,88.52,59.32,6.77,5.05,45.66,3.98,anxious,0,0
1102,Mechanical Engineering,4,Data Structures,66.44,63.47,56.63,1.1,3.72,30.45,2.66,stressed,1,0
1102,Electronics,1,Database Systems,62.48,82.46,69.76,3.02,5.02,37.39,2.5,stressed,0,0
1102,Civil Engineering,4,Computer Networks,80.66,73.24,69.28,2.32,4.03,42.52,3.23,happy,1,0
1103,Information Technology,3,Artificial Intelligence,33.06,74.81,69.15,6.03,9.33,37.29,1.32,burnout,1,0
1103,Mechanical Engineering,3,Computer Networks,69.84,83.82,73.44,1.75,9.93,48.37,2.79,happy,0,0
1103,Electronics,3,Data Structures,51.25,67.2,46.67,5.0,9.35,51.8,2.05,happy,1,0
1103,Mechanical Engineering,4,Database Systems,57.62,91.29,81.93,6.2,9.63,68.52,2.3,burnout,1,0
1103,Information Technology,4,Operating Systems,67.59,96.47,81.99,4.48,9.89,47.02,2.7,stressed,0,0
1103,Information Technology,3,Software Engineering,52.26,89.41,76.63,4.43,9.61,64.45,2.09,okay,1,0
1104,Computer Science,2,Computer Networks,66.77,87.51,71.04,4.49,7.75,65.13,2.67,stressed,0,0
1104,Information Technology,3,Artificial Intelligence,54.98,95.48,100.0,3.76,7.04,45.23,2.2,anxious,1,0
1104,Information Technology,4,Software Engineering,55.21,65.98,42.55,7.7,7.43,63.82,2.21,stressed,1,0
1104,Computer Science,4,Operating Systems,64.0,53.2,59.46,0.1,6.78,61.0,2.56,okay,1,0
1104,Electronics,2,Mathematics,60.27,98.64,72.44,3.7,7.93,63.3,2.41,anxious,0,0
1104,Computer Science,4,Database Systems,73.86,87.44,72.58,7.87,8.28,36.84,2.95,okay,0,0
1105,Computer Science,1,Mathematics,78.1,96.33,85.78,5.39,7.82,73.12,3.12,okay,0,0
1105,Civil Engineering,4,Database Systems,57.84,83.05,68.0,1.54,7.61,84.55,2.31,burnout,1,0
1105,Civil Engineering,2,Operating Systems,49.94,80.03,70.51,3.88,7.42,77.98,2.0,happy,1,0
1105,Civil Engineering,3,Artificial Intelligence,76.4,95.59,94.58,3.29,7.97,76.52,3.06,okay,0,0
1105,Mechanical Engineering,4,Data Structures,81.39,98.7,79.88,4.61,8.11,52.54,3.26,stressed,0,0
1106,Computer Science,2,Computer Networks,82.84,73.1,75.67,2.68,6.6,68.97,3.31,anxious,1,0
1106,Electronics,3,Software Engineering,61.63,71.13,73.78,4.67,5.89,49.21,2.47,okay,1,0
1106,Electronics,4,Artificial Intelligence,60.82,75.15,76.33,3.54,6.75,34.03,2.43,burnout,0,0
1106,Mechanical Engineering,2,Operating Systems,79.78,55.01,67.56,6.79,5.87,41.25,3.19,okay,1,0
1106,Computer Science,2,Data Structures,61.13,59.46,46.83,1.37,7.16,53.21,2.45,okay,1,0
1106,Mechanical Engineering,4,Database Systems,57.17,95.27,82.23,4.19,6.38,42.08,2.29,happy,1,0
1107,Mechanical Engineering,3,Data Structures,69.27,58.01,73.14,6.28,8.09,34.35,2.77,stressed,1,0
1107,Mechanical Engineering,4,Software Engineering,61.13,74.11,62.66,3.87,6.99,35.21,2.45,anxious,1,0
1107,Mechanical Engineering,2,Artificial Intelligence,41.13,81.92,68.3,4.13,6.33,33.48,1.65,anxious,1,0
1107,Mechanical Engineering,4,Computer Networks,74.06,66.18,64.8,2.93,6.79,24.26,2.96,burnout,1,0
1107,Computer Science,4,Mathematics,45.73,87.77,77.75,6.67,6.9,29.88,1.83,anxious,1,0
1108,Information Technology,3,Software Engineering,64.83,44.3,46.82,2.73,5.84,44.83,2.59,burnout,1,0
1108,Information Technology,3,Computer Networks,78.34,74.41,91.61,0.0,4.96,28.97,3.13,okay,1,0
1108,Mechanical Engineering,3,Database Systems,91.82,70.33,65.7,3.05,5.5,43.81,3.67,happy,1,0
1108,Information Technology,4,Mathematics,92.06,99.31,93.78,2.53,6.71,40.83,3.68,anxious,0,0
1108,Civil Engineering,4,Data Structures,80.17,82.28,60.35,5.45,5.66,50.0,3.21,stressed,0,0
1109,Electronics,1,Database Systems,64.91,82.47,67.79,7.14,11.22,79.34,2.6,stressed,0,0
1109,Electronics,2,Operating Systems,85.62,62.7,35.71,4.84,11.18,79.05,3.42,stressed,1,0
1109,Electronics,4,Artificial Intelligence,53.11,65.65,46.74,5.33,11.71,86.25,2.12,okay,1,0
1109,Information Technology,1,Computer Networks,76.14,62.66,49.24,5.2,11.2,60.79,3.05,burnout,1,0
1110,Electronics,4,Artificial Intelligence,57.94,64.87,67.78,2.28,6.1,57.2,2.32,stressed,1,0
1110,Information Technology,2,Software Engineering,55.15,100.0,99.31,4.03,4.78,67.44,2.21,stressed,1,0
1110,Electronics,2,Data Structures,71.92,87.68,78.18,5.13,5.75,65.61,2.88,burnout,0,0
1110,Electronics,4,Database Systems,69.12,95.73,90.71,3.49,6.65,62.54,2.76,stressed,0,0
1110,Information Technology,2,Computer Networks,57.02,62.55,62.17,4.91,5.97,74.84,2.28,okay,1,1
1110,Mechanical Engineering,1,Mathematics,60.71,59.48,46.58,6.42,5.9,64.07,2.43,happy,1,0
1111,Information Technology,3,Database Systems,81.75,51.18,53.59,2.97,8.91,56.64,3.27,burnout,1,0
1111,Electronics,4,Computer Networks,100.0,93.27,78.6,3.99,9.61,47.57,4.0,happy,0,0
1111,Civil Engineering,4,Artificial Intelligence,60.98,67.85,50.75,4.41,9.17,68.8,2.44,stressed,1,0
1111,Computer Science,1,Mathematics,100.0,57.65,59.68,5.82,8.06,58.29,4.0,stressed,1,0
1112,Electronics,4,Operating Systems,71.62,69.89,51.11,0.61,7.8,64.72,2.86,anxious,1,0
1112,Computer Science,4,Data Structures,70.84,79.29,88.69,3.32,7.08,71.02,2.83,burnout,0,0
1112,Computer Science,3,Computer Networks,97.86,60.26,47.17,5.39,8.81,65.87,3.91,anxious,1,0
1112,Mechanical Engineering,4,Database Systems,90.26,78.78,81.34,6.32,8.47,59.08,3.61,anxious,0,0
1112,Information Technology,1,Software Engineering,75.2,78.45,72.03,3.24,8.48,65.85,3.01,stressed,0,0
1112,Electronics,4,Mathematics,67.13,64.08,64.42,3.85,8.17,82.54,2.69,stressed,1,0
1113,Information Technology,1,Mathematics,45.55,66.54,57.98,3.44,7.02,83.33,1.82,okay,1,0
1113,Information Technology,4,Database Systems,53.96,62.48,58.65,3.04,6.77,69.35,2.16,anxious,1,0
1113,Computer Science,3,Artificial Intelligence,73.27,62.3,62.84,3.91,6.95,55.47,2.93,stressed,1,0
1113,Information Technology,4,Software Engineering,33.39,100.0,86.32,6.23,6.81,94.49,1.34,okay,1,0
1113,Computer Science,3,Operating Systems,58.58,82.78,93.51,3.62,6.39,72.94,2.34,happy,1,0
1113,Information Technology,1,Computer Networks,38.15,72.5,78.27,7.79,7.27,84.62,1.53,burnout,1,0
1114,Information Technology,2,Computer Networks,88.85,85.6,83.16,1.05,5.92,60.06,3.55,burnout,0,0
1114,Computer Science,3,Artificial Intelligence,93.44,91.25,92.22,1.9,7.1,34.81,3.74,anxious,0,0
1114,Civil Engineering,3,Database Systems,72.57,63.54,57.61,4.09,6.28,44.87,2.9,okay,1,0
1114,Electronics,3,Software Engineering,81.62,79.73,69.07,3.96,5.12,42.58,3.26,okay,0,0
1114,Electronics,3,Operating Systems,67.31,91.49,80.8,0.0,6.43,46.13,2.69,stressed,0,0
1115,Mechanical Engineering,2,Artificial Intelligence,65.16,57.56,47.69,4.43,8.31,67.49,2.61,stressed,1,0
1115,Civil Engineering,4,Data Structures,69.39,92.06,95.94,0.49,8.27,53.14,2.78,anxious,0,0
1115,Mechanical Engineering,4,Operating Systems,60.48,72.42,84.83,4.71,7.47,53.54,2.42,stressed,1,0
1115,Computer Science,2,Mathematics,47.95,70.4,60.64,4.32,9.0,66.41,1.92,stressed,1,0
1116,Civil Engineering,3,Mathematics,61.81,75.57,69.6,4.7,5.92,48.86,2.47,okay,0,0
1116,Mechanical Engineering,3,Data Structures,74.3,100.0,95.72,6.33,5.73,26.67,2.97,burnout,0,0
1116,Electronics,2,Operating Systems,83.87,79.21,81.99,2.54,6.63,29.12,3.35,burnout,0,0
1116,Civil Engineering,3,Artificial Intelligence,91.29,79.84,74.24,1.74,5.3,16.34,3.65,okay,0,0
1117,Civil Engineering,3,Artificial Intelligence,85.51,100.0,77.45,3.91,8.19,61.35,3.42,happy,0,0
1117,Civil Engineering,4,Computer Networks,84.61,79.33,60.67,4.14,8.98,61.89,3.38,stressed,0,0
1117,Civil Engineering,1,Mathematics,76.68,85.16,71.88,4.31,8.21,79.59,3.07,anxious,0,0
1117,Civil Engineering,2,Database Systems,56.05,90.79,87.0,4.64,8.86,71.12,2.24,okay,1,0
1117,Computer Science,2,Operating Systems,85.7,84.22,71.84,3.25,8.16,65.86,3.43,stressed,0,0
1117,Civil Engineering,1,Software Engineering,70.51,84.85,85.33,6.9,8.0,65.24,2.82,burnout,0,0
1118,Mechanical Engineering,2,Software Engineering,95.34,85.14,83.52,3.92,5.03,50.69,3.81,stressed,0,0
1118,Civil Engineering,2,Artificial Intelligence,59.48,62.89,60.82,5.01,5.51,46.59,2.38,stressed,1,0
1118,Computer Science,3,Data Structures,100.0,69.58,65.58,2.63,5.94,50.12,4.0,burnout,1,0
1118,Information Technology,1,Operating Systems,67.46,76.09,47.69,5.8,4.54,69.39,2.7,burnout,0,0
1118,Computer Science,2,Database Systems,76.18,82.51,74.07,3.18,5.79,28.93,3.05,happy,0,0
1118,Information Technology,4,Mathematics,92.03,100.0,100.0,1.4,5.93,41.43,3.68,okay,0,0
1119,Computer Science,3,Artificial Intelligence,65.38,100.0,87.45,4.75,8.06,69.11,2.62,stressed,0,0
1119,Computer Science,1,Software Engineering,63.77,87.27,61.25,1.73,8.28,70.71,2.55,stressed,0,0
1119,Information Technology,1,Database Systems,43.9,58.79,26.62,8.17,7.45,84.57,1.76,stressed,1,0
1119,Mechanical Engineering,4,Computer Networks,65.16,100.0,92.13,5.25,8.47,89.26,2.61,burnout,0,0
1119,Computer Science,1,Data Structures,56.17,56.99,24.0,5.72,7.94,76.62,2.25,burnout,1,0
1120,Mechanical Engineering,4,Computer Networks,83.91,87.8,76.66,3.51,5.22,70.36,3.36,okay,0,0
1120,Electronics,3,Database Systems,92.47,82.96,81.77,5.22,5.08,93.07,3.7,stressed,0,0
1120,Civil Engineering,2,Mathematics,69.4,66.72,72.82,3.0,6.29,95.97,2.78,burnout,1,0
1120,Information Technology,4,Data Structures,91.81,84.4,76.34,3.37,5.49,73.32,3.67,burnout,0,0
1120,Civil Engineering,3,Software Engineering,100.0,64.37,59.98,5.42,5.78,72.4,4.0,stressed,1,0
1120,Mechanical Engineering,3,Operating Systems,57.8,99.88,100.0,3.8,5.96,79.1,2.31,happy,1,1
1121,Mechanical Engineering,1,Data Structures,69.39,79.79,66.52,5.16,6.24,76.34,2.78,happy,0,0
1121,Civil Engineering,2,Artificial Intelligence,36.11,60.13,53.95,4.95,6.39,84.13,1.44,okay,1,0
1121,Information Technology,1,Software Engineering,68.37,72.12,65.55,0.39,5.15,86.84,2.73,anxious,1,0
1121,Mechanical Engineering,2,Computer Networks,55.52,76.14,53.63,5.67,5.23,69.6,2.22,okay,1,0
1121,Mechanical Engineering,3,Mathematics,65.26,65.43,73.8,2.03,5.52,65.57,2.61,anxious,1,0
1121,Mechanical Engineering,4,Operating Systems,62.16,79.91,81.73,1.32,5.34,74.53,2.49,okay,0,1
1122,Computer Science,1,Mathematics,44.29,78.82,65.85,8.43,4.32,92.98,1.77,happy,1,1
1122,Information Technology,2,Operating Systems,43.16,49.71,46.11,2.51,3.63,83.59,1.73,stressed,1,1
1122,Information Technology,4,Database Systems,50.65,100.0,90.54,2.45,4.58,80.26,2.03,happy,1,1
1122,Information Technology,2,Computer Networks,77.15,75.01,55.47,4.04,4.89,74.47,3.09,happy,0,0
1123,Civil Engineering,4,Data Structures,86.86,57.38,60.9,3.01,10.28,40.44,3.47,okay,1,0
1123,Information Technology,4,Software Engineering,82.29,65.16,78.76,2.16,9.68,45.83,3.29,happy,1,0
1123,Electronics,1,Computer Networks,70.3,78.13,74.99,6.1,9.49,34.36,2.81,stressed,0,0
1123,Computer Science,3,Database Systems,55.33,82.7,72.74,4.22,10.31,43.95,2.21,burnout,1,0
1124,Civil Engineering,1,Artificial Intelligence,65.83,78.99,80.91,2.28,7.6,87.99,2.63,okay,0,0
1124,Information Technology,3,Data Structures,66.44,66.96,29.6,2.31,6.83,92.66,2.66,happy,1,0
1124,Electronics,3,Operating Systems,48.49,58.48,54.72,2.21,7.89,100.0,1.94,anxious,1,0
1124,Mechanical Engineering,3,Computer Networks,58.5,84.56,68.47,2.47,7.98,95.15,2.34,happy,1,0
1124,Computer Science,3,Software Engineering,74.87,72.94,61.73,2.14,6.54,90.81,2.99,happy,1,0
1124,Civil Engineering,3,Mathematics,43.72,49.93,23.51,6.71,6.92,100.0,1.75,anxious,1,0
1125,Electronics,3,Data Structures,72.4,80.84,71.02,3.95,10.26,68.32,2.9,anxious,0,0
1125,Information Technology,4,Database Systems,77.97,64.05,54.74,5.45,9.47,71.58,3.12,burnout,1,0
1125,Civil Engineering,4,Operating Systems,51.66,56.61,49.63,4.89,9.95,65.16,2.07,anxious,1,0
1125,Civil Engineering,2,Artificial Intelligence,69.65,72.23,92.81,3.07,8.99,64.38,2.79,happy,1,0
1125,Computer Science,4,Computer Networks,60.78,63.88,64.86,5.75,8.97,77.41,2.43,okay,1,0
1126,Information Technology,4,Software Engineering,63.8,86.16,77.21,3.06,7.62,83.91,2.55,happy,0,0
1126,Mechanical Engineering,3,Mathematics,78.17,97.62,84.47,0.34,8.01,65.01,3.13,anxious,0,0
1126,Computer Science,1,Artificial Intelligence,83.49,72.18,82.2,1.4,7.8,69.08,3.34,okay,1,0
1126,Information Technology,3,Data Structures,76.97,57.9,56.36,3.51,7.51,84.69,3.08,happy,1,0
1127,Civil Engineering,3,Data Structures,68.47,97.76,75.41,3.74,6.32,19.08,2.74,stressed,0,0
1127,Computer Science,3,Database Systems,78.76,62.14,59.16,3.41,6.53,35.88,3.15,anxious,1,0
1127,Computer Science,3,Mathematics,89.5,68.52,54.76,3.29,6.12,20.26,3.58,okay,1,0
1127,Information Technology,2,Software Engineering,78.82,98.89,84.76,6.31,5.08,47.58,3.15,burnout,0,0
1127,Computer Science,4,Computer Networks,67.04,78.38,78.76,6.68,5.41,16.97,2.68,anxious,0,0
1127,Computer Science,3,Artificial Intelligence,79.0,67.22,68.48,5.15,6.14,38.46,3.16,okay,1,0
1128,Civil Engineering,3,Data Structures,52.03,95.91,90.24,0.0,7.01,89.01,2.08,burnout,1,0
1128,Mechanical Engineering,4,Software Engineering,66.4,81.75,74.7,0.04,6.42,71.77,2.66,stressed,0,0
1128,Information Technology,2,Computer Networks,58.96,72.11,71.53,2.38,6.91,87.12,2.36,stressed,1,0
1128,Civil Engineering,2,Mathematics,84.18,100.0,100.0,1.63,6.24,73.89,3.37,okay,0,0
1129,Electronics,2,Operating Systems,100.0,100.0,73.03,2.84,7.78,52.78,4.0,happy,0,0
1129,Civil Engineering,3,Data Structures,100.0,90.44,81.37,3.73,7.7,69.18,4.0,anxious,0,0
1129,Electronics,4,Mathematics,100.0,75.89,65.78,2.48,7.59,40.54,4.0,anxious,0,0
1129,Mechanical Engineering,1,Artificial Intelligence,100.0,83.84,72.3,6.17,7.79,47.84,4.0,burnout,0,0
1129,Electronics,3,Computer Networks,100.0,93.35,85.38,1.93,7.78,60.96,4.0,burnout,0,0
1129,Electronics,3,Database Systems,100.0,99.97,100.0,2.23,7.88,72.25,4.0,burnout,0,0
1130,Electronics,2,Software Engineering,72.09,83.39,83.13,2.05,9.83,93.67,2.88,happy,0,0
1130,Electronics,3,Mathematics,77.98,81.29,60.1,2.93,8.99,83.06,3.12,stressed,0,0
1130,Information Technology,4,Computer Networks,84.46,81.03,80.48,3.09,9.7,85.46,3.38,stressed,0,0
1130,Mechanical Engineering,3,Database Systems,78.78,54.94,48.33,5.49,9.64,75.08,3.15,happy,1,0
1130,Computer Science,3,Artificial Intelligence,96.3,96.54,87.18,4.58,9.5,79.07,3.85,burnout,0,0
1131,Computer Science,4,Data Structures,59.72,86.69,69.54,7.2,7.7,86.28,2.39,anxious,1,0
1131,Information Technology,3,Operating Systems,53.55,86.23,76.83,4.14,6.58,81.79,2.14,burnout,1,0
1131,Electronics,1,Computer Networks,49.49,88.38,73.28,7.16,6.95,73.82,1.98,stressed,1,0
1131,Mechanical Engineering,3,Mathematics,50.87,79.35,67.48,3.3,7.1,61.95,2.03,happy,1,0
1131,Mechanical Engineering,4,Software Engineering,60.19,58.72,50.72,3.56,6.5,74.52,2.41,okay,1,0
1132,Computer Science,4,Artificial Intelligence,93.31,87.45,74.02,4.54,8.01,37.94,3.73,okay,0,0
1132,Computer Science,3,Software Engineering,81.12,70.57,51.19,5.25,8.58,46.35,3.24,burnout,1,0
1132,Information Technology,2,Mathematics,92.94,97.57,84.28,4.62,9.08,53.72,3.72,stressed,0,0
1132,Civil Engineering,3,Operating Systems,81.87,99.55,72.95,2.67,8.74,63.93,3.27,burnout,0,0
1132,Information Technology,3,Computer Networks,95.13,72.89,73.49,0.04,8.49,57.56,3.81,burnout,1,0
1132,Mechanical Engineering,4,Data Structures,69.93,87.54,74.92,4.06,8.82,56.73,2.8,burnout,0,0
1133,Computer Science,1,Mathematics,67.58,67.78,70.03,3.04,4.82,74.21,2.7,burnout,1,0
1133,Electronics,1,Data Structures,75.55,100.0,91.69,4.05,4.15,79.56,3.02,okay,0,0
1133,Electronics,1,Software Engineering,58.32,85.16,71.75,4.86,4.47,100.0,2.33,happy,1,1
1133,Electronics,2,Database Systems,80.3,83.83,72.25,3.63,4.37,74.17,3.21,anxious,0,0
1134,Electronics,3,Operating Systems,67.05,81.86,73.44,5.24,9.56,39.81,2.68,stressed,0,0
1134,Computer Science,3,Database Systems,68.1,77.59,57.28,3.93,9.98,42.97,2.72,okay,0,0
1134,Mechanical Engineering,1,Mathematics,88.56,55.79,40.68,1.71,11.32,45.02,3.54,burnout,1,0
1134,Mechanical Engineering,3,Computer Networks,87.85,76.47,61.89,4.44,10.31,30.35,3.51,anxious,0,0
1134,Information Technology,4,Software Engineering,94.7,61.64,58.19,0.41,10.0,31.82,3.79,okay,1,0
1134,Electronics,2,Data Structures,66.2,75.32,62.84,3.47,10.3,45.31,2.65,anxious,0,0
1135,Electronics,4,Software Engineering,85.37,100.0,93.52,3.33,5.79,50.21,3.41,anxious,0,0
1135,Information Technology,3,Database Systems,80.17,93.97,78.03,7.17,5.95,50.77,3.21,happy,0,0
1135,Computer Science,3,Mathematics,66.32,81.97,78.54,4.26,6.02,76.81,2.65,stressed,0,0
1135,Information Technology,2,Artificial Intelligence,75.11,67.63,82.6,3.84,6.03,72.04,3.0,happy,1,0
1135,Mechanical Engineering,3,Computer Networks,92.63,79.83,75.12,2.26,6.25,80.04,3.71,stressed,0,0
1135,Computer Science,2,Data Structures,91.1,70.99,59.47,2.95,6.47,60.05,3.64,anxious,1,0
1136,Civil Engineering,3,Computer Networks,46.71,67.36,63.8,5.51,7.41,100.0,1.87,stressed,1,0
1136,Computer Science,4,Database Systems,48.9,70.43,55.53,1.72,6.93,82.74,1.96,burnout,1,0
1136,Computer Science,4,Operating Systems,33.72,97.99,82.4,4.19,6.23,96.99,1.35,stressed,1,0
1136,Civil Engineering,1,Data Structures,43.61,90.43,89.49,5.19,6.56,89.08,1.74,burnout,1,0
1137,Electronics,3,Artificial Intelligence,70.43,85.46,88.21,5.01,9.02,73.67,2.82,happy,0,0
1137,Civil Engineering,2,Computer Networks,88.06,85.98,64.13,2.02,10.3,90.91,3.52,stressed,0,0
1137,Computer Science,4,Data Structures,51.21,83.87,75.96,6.02,9.73,96.0,2.05,stressed,1,0
1137,Information Technology,2,Database Systems,57.65,79.89,62.84,2.24,9.43,76.84,2.31,burnout,1,0
1137,Electronics,4,Operating Systems,88.73,89.46,76.49,6.77,8.6,70.46,3.55,stressed,0,0
1137,Mechanical Engineering,3,Software Engineering,77.12,69.73,68.08,2.68,8.98,77.47,3.08,anxious,1,0
1138,Civil Engineering,3,Mathematics,68.8,100.0,92.9,3.52,7.53,24.22,2.75,okay,0,0
1138,Electronics,2,Artificial Intelligence,70.52,67.79,54.14,4.91,6.68,22.51,2.82,anxious,1,0
1138,Mechanical Engineering,1,Computer Networks,49.49,64.87,51.19,5.81,7.21,23.03,1.98,stressed,1,0
1138,Civil Engineering,2,Data Structures,70.09,94.53,87.64,3.24,7.49,26.24,2.8,okay,0,0
